date,hhid,pno,somipa_pid,part_sex,cnt_no,cnt_age,cnt_sex,cnt_type,cnt_rel,cnt_loc,cnt_plc,cnt_freq,cnt_dur,cnt_dist
26/04/2021 14:23,S00318,1,S00318_1,Female,8,62,Female,Non-physical,Friend,Home,"Within
community",Daily,>1-2 hrs,107.6105309
26/04/2021 14:23,S00318,1,S00318_1,Female,8,30,Female,Non-physical,Friend,Home,"Within
community",Daily,>1-2 hrs,110.7026377
26/04/2021 14:23,S00318,1,S00318_1,Female,8,45,Female,Non-physical,Friend,Home,"Within
community",Daily,>1-2 hrs,109.8480417
26/04/2021 14:23,S00318,1,S00318_1,Female,8,40,Female,Non-physical,Friend,Home,"Within
community",Daily,>1-2 hrs,110.1077538
26/04/2021 14:23,S00318,1,S00318_1,Female,8,50,Female,Non-physical,Friend,Home,"Within
community",Daily,>1-2 hrs,108.915236
26/04/2021 14:23,S00318,1,S00318_1,Female,8,58,Female,Non-physical,Friend,Home,"Within
community",Daily,>1-2 hrs,114.7228488
26/04/2021 14:23,S00318,1,S00318_1,Female,8,42,Female,Non-physical,Friend,Home,"Within
community",Daily,>1-2 hrs,109.9009368
26/04/2021 14:23,S00318,1,S00318_1,Female,8,42,Female,Non-physical,Friend,Home,"Within
community",Daily,>1-2 hrs,108.3606679
26/04/2021 14:33,S00318,2,S00318_2,Female,2,18,Female,Non-physical,Friend,Home,"Within
community",Daily,>1-2 hrs,100.8314827
26/04/2021 14:33,S00318,2,S00318_2,Female,2,12,Female,Non-physical,Friend,Home,"Within
community",≥1 Weekly,5-15 mins,116.9625784
26/04/2021 14:39,S00318,8,S00318_8,Female,2,15,Female,Non-physical,Friend,"Mosque
Church","Within
community",Daily,>1-2 hrs,79.70763341
26/04/2021 14:39,S00318,8,S00318_8,Female,2,16,Female,Physical,"Other
relative","Mosque
Church","Within
community",≥1 Weekly,>1-2 hrs,105.058541
26/04/2021 14:46,S00318,3,S00318_3,Female,3,7,Female,Physical,Friend,Other,"Within
community",Daily,>2-4 hrs,134.3422336
26/04/2021 14:46,S00318,3,S00318_3,Female,3,9,Female,Non-physical,Friend,Other,"Within
community",Daily,>2-4 hrs,20.78254761
26/04/2021 14:46,S00318,3,S00318_3,Female,3,9,Female,Non-physical,Friend,Home,"Within
community",Daily,>1-2 hrs,116.1874947
26/04/2021 14:53,S00318,4,S00318_4,Male,1,21,Male,Physical,"Other
relative",Home,"Within
community",≥1 Weekly,>4 hrs,391.781113
26/04/2021 14:20,S00615,1,S00615_1,Male,6,61,Female,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,28.81417515
26/04/2021 14:20,S00615,1,S00615_1,Male,6,69,Male,Non-physical,Friend,Home,"Within
community",≥1 Weekly,>2-4 hrs,30.12651393
26/04/2021 14:20,S00615,1,S00615_1,Male,6,36,Male,Non-physical,"Random
people",Home,"Within
community",≥1 Monthly,>15-60 mins,201.6787219
26/04/2021 14:20,S00615,1,S00615_1,Male,6,11,Female,Non-physical,"Other
relative",Home,"Within
community",≥1 Monthly,>2-4 hrs,9.242748619
26/04/2021 14:20,S00615,1,S00615_1,Male,6,7,Female,Non-physical,"Other
relative",Home,"Within
community",≥1 Monthly,>2-4 hrs,33.235389
26/04/2021 14:20,S00615,1,S00615_1,Male,6,38,Female,Non-physical,"Other
relative",Home,"Within
community",≥1 Monthly,>4 hrs,36.32315931
26/04/2021 14:31,S00615,2,S00615_2,Female,4,69,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,6.001314062
26/04/2021 14:31,S00615,2,S00615_2,Female,4,11,Female,Physical,"Other
relative",Home,"Within
community",≥1 Monthly,>4 hrs,10.19128695
26/04/2021 14:31,S00615,2,S00615_2,Female,4,7,Female,Non-physical,"Other
relative",Home,"Within
community",≥1 Monthly,>2-4 hrs,10.451223
26/04/2021 14:31,S00615,2,S00615_2,Female,4,38,Female,Non-physical,"Other
relative",Home,"Within
community",≥1 Monthly,5-15 mins,20.64305179
26/04/2021 15:10,S00623,1,S00623_1,Female,7,52,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,654.0940365
26/04/2021 15:10,S00623,1,S00623_1,Female,7,19,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,610.7990285
26/04/2021 15:10,S00623,1,S00623_1,Female,7,17,Female,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,605.0854181
26/04/2021 15:10,S00623,1,S00623_1,Female,7,1.083333333,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,612.2239045
26/04/2021 15:10,S00623,1,S00623_1,Female,7,10,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,602.714028
26/04/2021 15:10,S00623,1,S00623_1,Female,7,7,Female,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,607.1121033
26/04/2021 15:10,S00623,1,S00623_1,Female,7,42,Female,Non-physical,Friend,Home,"Within
community",Daily,>2-4 hrs,578.4033608
26/04/2021 15:21,S00623,2,S00623_2,Female,7,52,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,611.2299083
26/04/2021 15:21,S00623,2,S00623_2,Female,7,38,Female,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,593.3478146
26/04/2021 15:21,S00623,2,S00623_2,Female,7,13,Male,Non-physical,"House
member",Home,"Within
community",Daily,>4 hrs,610.2454258
26/04/2021 15:21,S00623,2,S00623_2,Female,7,10,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,607.5779828
26/04/2021 15:21,S00623,2,S00623_2,Female,7,10,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,595.8789946
26/04/2021 15:21,S00623,2,S00623_2,Female,7,7,Female,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,599.6699821
26/04/2021 15:21,S00623,2,S00623_2,Female,7,42,Female,Non-physical,Friend,Home,"Within
community",Daily,>2-4 hrs,579.3515805
26/04/2021 15:33,S00623,3,S00623_3,Male,8,52,Male,Non-physical,"House
member",Home,"Within
community",Daily,>1-2 hrs,596.1274583
26/04/2021 15:33,S00623,3,S00623_3,Male,8,38,Female,Non-physical,"House
member",Home,"Within
community",Daily,>4 hrs,597.1508004
26/04/2021 15:33,S00623,3,S00623_3,Male,8,17,Female,Non-physical,"House
member",Home,"Within
community",Daily,>2-4 hrs,595.3152611
26/04/2021 15:33,S00623,3,S00623_3,Male,8,10,Male,Non-physical,"House
member",Home,"Within
community",Daily,>4 hrs,594.8226772
26/04/2021 15:33,S00623,3,S00623_3,Male,8,7,Female,Non-physical,"House
member",Home,"Within
community",Daily,>4 hrs,595.6067617
26/04/2021 15:33,S00623,3,S00623_3,Male,8,19,Male,Non-physical,"House
member",Home,"Within
community",Daily,>4 hrs,593.5148879
26/04/2021 15:33,S00623,3,S00623_3,Male,8,13,Male,Non-physical,Friend,School,"Within
community",Daily,>15-60 mins,997.3069465
26/04/2021 15:33,S00623,3,S00623_3,Male,8,9,Male,Non-physical,Friend,School,"Within
community",Daily,>15-60 mins,990.461104
26/04/2021 15:41,S00623,5,S00623_5,Female,8,52,Male,Non-physical,"House
member",Home,"Within
community",Daily,>2-4 hrs,601.2378007
26/04/2021 15:41,S00623,5,S00623_5,Female,8,38,Female,Physical,"House
member",Home,"Within
community",Daily,>2-4 hrs,592.547732
26/04/2021 15:41,S00623,5,S00623_5,Female,8,19,Male,Non-physical,"House
member",Home,"Within
community",Daily,>4 hrs,595.7607614
26/04/2021 15:41,S00623,5,S00623_5,Female,8,17,Female,Non-physical,"House
member",Home,"Within
community",Daily,>4 hrs,598.8349432
26/04/2021 15:41,S00623,5,S00623_5,Female,8,13,Male,Non-physical,"House
member",Home,"Within
community",Daily,>4 hrs,600.6935421
26/04/2021 15:41,S00623,5,S00623_5,Female,8,10,Male,Non-physical,"House
member",Home,"Within
community",Daily,>4 hrs,577.7446426
26/04/2021 15:41,S00623,5,S00623_5,Female,8,7,Female,Non-physical,"House
member",Home,"Within
community",Daily,>4 hrs,588.0366688
26/04/2021 15:41,S00623,5,S00623_5,Female,8,6,Male,Non-physical,Friend,Home,"Within
community",Daily,>1-2 hrs,585.3121124
26/04/2021 13:01,S00771,1,S00771_1,Male,3,29,Male,Non-physical,Friend,"Market
Shop","Within
community",≥1 Weekly,>15-60 mins,252.6816763
26/04/2021 13:01,S00771,1,S00771_1,Male,3,76,Male,Non-physical,Friend,"Market
Shop","Within
community",≥1 Weekly,>15-60 mins,275.2134591
26/04/2021 13:01,S00771,1,S00771_1,Male,3,49,Female,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,54.00991758
26/04/2021 13:39,S00763,1,S00763_1,Female,4,40,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,97.24447209
26/04/2021 13:39,S00763,1,S00763_1,Female,4,37,Female,Non-physical,Friend,Home,"Within
community",Daily,>2-4 hrs,97.9025515
26/04/2021 13:39,S00763,1,S00763_1,Female,4,11,Female,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,47.79036273
26/04/2021 13:39,S00763,1,S00763_1,Female,4,6,Female,Physical,"House
member",Home,"Within
community",Daily,>2-4 hrs,37.61166217
26/04/2021 13:54,S00763,2,S00763_2,Female,10,36,Female,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,33.60884533
26/04/2021 13:54,S00763,2,S00763_2,Female,10,40,Male,Non-physical,"House
member",Home,"Within
community",Daily,>4 hrs,27.5609393
26/04/2021 13:54,S00763,2,S00763_2,Female,10,8,Female,Physical,Friend,Home,"Within
community",Daily,>2-4 hrs,25.45839347
26/04/2021 13:54,S00763,2,S00763_2,Female,10,8,Female,Physical,"House
member",Home,"Within
community",Daily,>1-2 hrs,46.42104956
26/04/2021 13:54,S00763,2,S00763_2,Female,10,11,Female,Physical,"Other
relative",Home,"Within
community",Daily,>2-4 hrs,80.82879596
26/04/2021 13:54,S00763,2,S00763_2,Female,10,11,Female,Physical,Friend,Home,"Within
community",Daily,>1-2 hrs,86.50792399
26/04/2021 13:54,S00763,2,S00763_2,Female,10,6,Female,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,35.76256397
26/04/2021 13:54,S00763,2,S00763_2,Female,10,17,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,38.48753311
26/04/2021 13:54,S00763,2,S00763_2,Female,10,12,Female,Non-physical,Friend,Home,"Within
community",Daily,>2-4 hrs,63.24234836
26/04/2021 13:54,S00763,2,S00763_2,Female,10,17,Female,Non-physical,Friend,Home,"Within
community",Daily,>2-4 hrs,57.14906643
26/04/2021 14:02,S00763,3,S00763_3,Female,4,36,Female,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,37.84333455
26/04/2021 14:02,S00763,3,S00763_3,Female,4,40,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,32.27910257
26/04/2021 14:02,S00763,3,S00763_3,Female,4,6,Female,Physical,Friend,Home,"Within
community",Daily,>1-2 hrs,46.56587002
26/04/2021 14:02,S00763,3,S00763_3,Female,4,6,Female,Physical,Friend,Home,"Within
community",Daily,>1-2 hrs,43.5517147
26/04/2021 14:14,S00763,4,S00763_4,Male,6,13,Male,Non-physical,Friend,Leisure,"Within
community",≥1 Weekly,>2-4 hrs,164.2000902
26/04/2021 14:14,S00763,4,S00763_4,Male,6,12,Male,Non-physical,Friend,Leisure,"Within
community",≥1 Weekly,>1-2 hrs,411.1746784
26/04/2021 14:14,S00763,4,S00763_4,Male,6,15,Male,Non-physical,Friend,"Mosque
Church","Within
community",≥1 Weekly,>1-2 hrs,475.2798437
26/04/2021 14:14,S00763,4,S00763_4,Male,6,17,Male,Non-physical,Friend,"Mosque
Church","Within
community",≥1 Weekly,>1-2 hrs,485.6675136
26/04/2021 14:14,S00763,4,S00763_4,Male,6,17,Male,Non-physical,Friend,"Mosque
Church","Within
community",≥1 Weekly,>2-4 hrs,482.2992046
26/04/2021 14:14,S00763,4,S00763_4,Male,6,3,Female,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,37.85410461
26/04/2021 11:25,S00466,1,S00466_1,Female,5,45,Male,Physical,"House
member",Home,"Within
community",Daily,>15-60 mins,43.97819901
26/04/2021 11:25,S00466,1,S00466_1,Female,5,20,Male,Physical,"House
member",Home,"Within
community",Daily,>1-2 hrs,1632.248962
26/04/2021 11:25,S00466,1,S00466_1,Female,5,17,Female,Physical,"House
member",Home,"Within
community",Daily,>1-2 hrs,46.0708477
26/04/2021 11:25,S00466,1,S00466_1,Female,5,13,Female,Physical,"House
member",Home,"Within
community",Daily,>15-60 mins,1630.744532
26/04/2021 11:25,S00466,1,S00466_1,Female,5,36,Female,Non-physical,Friend,"Mosque
Church","Within
community",≥1 Weekly,>15-60 mins,329.6063712
26/04/2021 12:00,S00466,2,S00466_2,Female,6,13,Female,Physical,"House
member",Home,"Within
community",Daily,>15-60 mins,37.18469583
26/04/2021 12:00,S00466,2,S00466_2,Female,6,19,Female,Physical,Friend,Home,"Within
community",Daily,>1-2 hrs,62.60641126
26/04/2021 12:00,S00466,2,S00466_2,Female,6,19,Female,Physical,Friend,Home,"Within
community",Daily,>4 hrs,44.04825868
26/04/2021 12:00,S00466,2,S00466_2,Female,6,19,Female,Physical,Friend,Home,"Within
community",Daily,>4 hrs,46.81600282
26/04/2021 12:00,S00466,2,S00466_2,Female,6,19,Female,Physical,Friend,Home,"Within
community",Daily,>4 hrs,44.89766917
26/04/2021 12:00,S00466,2,S00466_2,Female,6,19,Male,Physical,Friend,Home,"Within
community",Daily,>1-2 hrs,37.54760708
26/04/2021 12:22,S00466,3,S00466_3,Female,4,17,Female,Physical,"House
member",Home,"Within
community",Daily,>15-60 mins,38.82730696
26/04/2021 12:22,S00466,3,S00466_3,Female,4,37,Female,Physical,"House
member",Home,"Within
community",Daily,>15-60 mins,39.17413148
26/04/2021 12:22,S00466,3,S00466_3,Female,4,15,Female,Physical,Friend,Home,"Within
community",Daily,>15-60 mins,130.5609219
26/04/2021 12:22,S00466,3,S00466_3,Female,4,16,Female,Physical,Friend,Home,"Within
community",Daily,5-15 mins,76.29540209
26/04/2021 11:19,S00177,1,S00177_1,Female,15,35,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,21.04077227
26/04/2021 11:19,S00177,1,S00177_1,Female,15,5,Female,Non-physical,"House
member",Home,"Within
community",Daily,>4 hrs,18.74155245
26/04/2021 11:19,S00177,1,S00177_1,Female,15,1,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,20.40306496
26/04/2021 11:19,S00177,1,S00177_1,Female,15,45,Female,Non-physical,Friend,"Water
source","Within
community",≥1 Weekly,5-15 mins,36.79495942
26/04/2021 11:19,S00177,1,S00177_1,Female,15,24,Female,Non-physical,Friend,"Water
source","Within
community",Daily,5-15 mins,36.28481131
26/04/2021 11:19,S00177,1,S00177_1,Female,15,35,Female,Non-physical,Friend,"Water
source","Within
community",Daily,5-15 mins,35.28443742
26/04/2021 11:19,S00177,1,S00177_1,Female,15,15,Female,Non-physical,Friend,"Water
source","Within
community",Daily,5-15 mins,38.52780622
26/04/2021 11:19,S00177,1,S00177_1,Female,15,7,Male,Non-physical,"Random
people","Water
source","Within
community",First time,5-15 mins,35.27463042
26/04/2021 11:19,S00177,1,S00177_1,Female,15,55,Male,Non-physical,"Random
people","Market
Shop","Within
community",First time,5-15 mins,32.35955637
26/04/2021 11:19,S00177,1,S00177_1,Female,15,40,Female,Non-physical,"Random
people","Market
Shop","Within
community",First time,5-15 mins,34.79165692
26/04/2021 11:19,S00177,1,S00177_1,Female,15,35,Male,Non-physical,Friend,"Market
Shop","Within
community",≥1 Weekly,5-15 mins,35.43143907
26/04/2021 11:19,S00177,1,S00177_1,Female,15,23,Male,Non-physical,Friend,"Market
Shop","Within
community",Daily,>15-60 mins,37.01155323
26/04/2021 11:19,S00177,1,S00177_1,Female,15,15,Female,Non-physical,Friend,"Market
Shop","Within
community",≥1 Weekly,5-15 mins,35.35241296
26/04/2021 11:19,S00177,1,S00177_1,Female,15,23,Male,Non-physical,Friend,"Market
Shop","Within
community",Daily,5-15 mins,32.96935157
26/04/2021 11:19,S00177,1,S00177_1,Female,15,15,Male,Non-physical,Friend,"Market
Shop","Within
community",Daily,5-15 mins,34.50871247
26/04/2021 11:35,S00177,2,S00177_2,Female,10,25,Male,Non-physical,"Other
relative",Home,"Within
community",≥1 Weekly,>15-60 mins,28.21194014
26/04/2021 11:35,S00177,2,S00177_2,Female,10,25,Female,Non-physical,Friend,Home,"Within
community",≥1 Weekly,>15-60 mins,23.09961909
26/04/2021 11:35,S00177,2,S00177_2,Female,10,8,Female,Non-physical,Friend,"Market
Shop","Within
community",Daily,>1-2 hrs,36.70332136
26/04/2021 11:35,S00177,2,S00177_2,Female,10,7,Male,Physical,Friend,"Market
Shop","Within
community",Daily,>1-2 hrs,38.90095518
26/04/2021 11:35,S00177,2,S00177_2,Female,10,4,Female,Physical,Friend,"Market
Shop","Within
community",Daily,>1-2 hrs,36.2148992
26/04/2021 11:35,S00177,2,S00177_2,Female,10,7,Female,Non-physical,Friend,"Market
Shop","Within
community",Daily,5-15 mins,37.647751
26/04/2021 11:35,S00177,2,S00177_2,Female,10,5,Female,Physical,Friend,"Market
Shop","Within
community",Daily,5-15 mins,37.76481515
26/04/2021 11:35,S00177,2,S00177_2,Female,10,7,Male,Non-physical,Friend,"Market
Shop","Within
community",Daily,5-15 mins,38.21987368
26/04/2021 11:35,S00177,2,S00177_2,Female,10,7,Male,Non-physical,Friend,"Market
Shop","Within
community",Daily,>15-60 mins,37.85760118
26/04/2021 11:35,S00177,2,S00177_2,Female,10,5,Female,Physical,Friend,"Market
Shop","Within
community",Daily,>15-60 mins,39.02081432
26/04/2021 11:40,S00177,3,S00177_3,Male,5,26,Female,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,23.40669999
26/04/2021 11:40,S00177,3,S00177_3,Male,5,35,Male,Physical,"House
member",Home,"Within
community",Daily,>2-4 hrs,28.83272821
26/04/2021 11:40,S00177,3,S00177_3,Male,5,5,Female,Physical,"House
member",Home,"Within
community",Daily,>2-4 hrs,21.73768286
26/04/2021 11:40,S00177,3,S00177_3,Male,5,8,Male,Physical,"Other
relative",Home,"Within
community",Daily,>15-60 mins,19.42662839
26/04/2021 11:40,S00177,3,S00177_3,Male,5,7,Male,Physical,"Other
relative",Home,"Within
community",Daily,>15-60 mins,24.28433291
26/04/2021 13:16,S00169,1,S00169_1,Female,8,41,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,100.458686
26/04/2021 13:16,S00169,1,S00169_1,Female,8,16,Male,Non-physical,"House
member",Home,"Within
community",Daily,>2-4 hrs,97.72608031
26/04/2021 13:16,S00169,1,S00169_1,Female,8,13,Male,Non-physical,"House
member",Home,"Within
community",Daily,>2-4 hrs,99.7432633
26/04/2021 13:16,S00169,1,S00169_1,Female,8,9,Female,Physical,"House
member",Home,"Within
community",Daily,>2-4 hrs,99.43289786
26/04/2021 13:16,S00169,1,S00169_1,Female,8,60,Female,Non-physical,Friend,Home,"Within
community",≥1 Weekly,>2-4 hrs,488.0366771
26/04/2021 13:16,S00169,1,S00169_1,Female,8,36,Female,Non-physical,Friend,Home,"Within
community",≥1 Weekly,>2-4 hrs,484.8211354
26/04/2021 13:16,S00169,1,S00169_1,Female,8,35,Female,Non-physical,Friend,Home,"Within
community",≥1 Weekly,>2-4 hrs,488.6249306
26/04/2021 13:16,S00169,1,S00169_1,Female,8,30,Female,Non-physical,Friend,Home,"Within
community",≥1 Weekly,>2-4 hrs,479.6535927
26/04/2021 13:21,S00169,2,S00169_2,Male,2,13,Male,Non-physical,Friend,Home,"Within
community",≥1 Weekly,>15-60 mins,32.30947142
26/04/2021 13:21,S00169,2,S00169_2,Male,2,14,Male,Non-physical,Friend,Home,"Within
community",≥1 Weekly,>15-60 mins,33.06801506
26/04/2021 13:32,S00169,3,S00169_3,Male,6,15,Male,Physical,Friend,School,"Within
community",≥1 Weekly,>2-4 hrs,863.2186704
26/04/2021 13:32,S00169,3,S00169_3,Male,6,13,Male,Physical,"Random
people",School,"Within
community",≥1 Weekly,>2-4 hrs,853.4212762
26/04/2021 13:32,S00169,3,S00169_3,Male,6,17,Male,Physical,Friend,School,"Within
community",≥1 Weekly,>2-4 hrs,838.8492619
26/04/2021 13:32,S00169,3,S00169_3,Male,6,14,Male,Physical,Friend,School,"Within
community",≥1 Weekly,>2-4 hrs,855.9833665
26/04/2021 13:32,S00169,3,S00169_3,Male,6,12,Male,Non-physical,Friend,School,"Within
community",≥1 Weekly,>2-4 hrs,853.5074756
26/04/2021 13:32,S00169,3,S00169_3,Male,6,13,Male,Non-physical,Friend,School,"Within
community",≥1 Weekly,>2-4 hrs,849.5128675
26/04/2021 13:41,S00169,4,S00169_4,Female,7,10,Female,Non-physical,Friend,Home,"Within
community",≥1 Weekly,>2-4 hrs,99.82254372
26/04/2021 13:41,S00169,4,S00169_4,Female,7,8,Female,Non-physical,Friend,Home,"Within
community",≥1 Weekly,>2-4 hrs,100.2397484
26/04/2021 13:41,S00169,4,S00169_4,Female,7,26,Female,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,97.91886017
26/04/2021 13:41,S00169,4,S00169_4,Female,7,60,Female,Non-physical,"Random
people","Mosque
Church","Within
community",≥1 Weekly,>15-60 mins,489.799352
26/04/2021 13:41,S00169,4,S00169_4,Female,7,36,Female,Non-physical,"Random
people","Mosque
Church","Within
community",≥1 Weekly,>15-60 mins,492.84947
26/04/2021 13:41,S00169,4,S00169_4,Female,7,35,Female,Non-physical,"Random
people","Mosque
Church","Within
community",≥1 Weekly,>15-60 mins,494.3750019
26/04/2021 13:41,S00169,4,S00169_4,Female,7,30,Female,Non-physical,"Random
people","Mosque
Church","Within
community",≥1 Weekly,>15-60 mins,491.4624103
28/04/2021 10:05,S00474,1,S00474_1,Female,12,21,Male,Non-physical,"House
member",Home,"Within
community",Daily,5-15 mins,8.720984406
28/04/2021 10:05,S00474,1,S00474_1,Female,12,19,Male,Non-physical,"House
member",Home,"Within
community",Daily,>15-60 mins,5.57834714
28/04/2021 10:05,S00474,1,S00474_1,Female,12,18,Female,Non-physical,"House
member",Home,"Within
community",Daily,>4 hrs,9.713509199
28/04/2021 10:05,S00474,1,S00474_1,Female,12,5,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,11.34476041
28/04/2021 10:05,S00474,1,S00474_1,Female,12,20,Male,Non-physical,"House
member",Home,"Within
community",Daily,5-15 mins,11.38221979
28/04/2021 10:05,S00474,1,S00474_1,Female,12,68,Male,Non-physical,"Other
relative",Home,"Within
community",Daily,5-15 mins,14.33628529
28/04/2021 10:05,S00474,1,S00474_1,Female,12,58,Female,Non-physical,"Other
relative",Home,"Within
community",Daily,>15-60 mins,8.572390821
28/04/2021 10:05,S00474,1,S00474_1,Female,12,28,Female,Non-physical,"Other
relative",Home,"Within
community",Daily,5-15 mins,10.0638625
28/04/2021 10:05,S00474,1,S00474_1,Female,12,18,Male,Non-physical,"Other
relative",Home,"Within
community",Daily,5-15 mins,10.71345303
28/04/2021 10:05,S00474,1,S00474_1,Female,12,25,Male,Non-physical,"Random
people","Market
Shop","Within
community",≥1 Monthly,5-15 mins,254.1848752
28/04/2021 10:05,S00474,1,S00474_1,Female,12,23,Male,Non-physical,"Random
people","Market
Shop","Within
community",≥1 Monthly,5-15 mins,245.5790213
28/04/2021 10:05,S00474,1,S00474_1,Female,12,24,Male,Non-physical,"Random
people","Market
Shop","Within
community",≥1 Monthly,5-15 mins,252.0763028
28/04/2021 10:26,S00474,2,S00474_2,Male,10,34,Female,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,11.33992011
28/04/2021 10:26,S00474,2,S00474_2,Male,10,22,Male,Physical,"House
member",Home,"Within
community",Daily,>15-60 mins,10.79512616
28/04/2021 10:26,S00474,2,S00474_2,Male,10,8,Male,Physical,"Other
relative",Home,"Within
community",Daily,>4 hrs,12.48839763
28/04/2021 10:26,S00474,2,S00474_2,Male,10,6,Male,Non-physical,"House
member",Home,"Within
community",Daily,>4 hrs,10.67034558
28/04/2021 10:26,S00474,2,S00474_2,Male,10,4,Male,Physical,"Other
relative",Home,"Within
community",Daily,>4 hrs,8.498162608
28/04/2021 10:26,S00474,2,S00474_2,Male,10,9,Male,Physical,Friend,Home,"Within
community",Daily,>15-60 mins,11.20694862
28/04/2021 10:26,S00474,2,S00474_2,Male,10,5,Male,Physical,"Coworker
Schoolmate",School,"Outside
community",Daily,>4 hrs,3164.879796
28/04/2021 10:26,S00474,2,S00474_2,Male,10,6,Male,Physical,"Coworker
Schoolmate",School,"Outside
community",Daily,>4 hrs,3163.275726
28/04/2021 10:26,S00474,2,S00474_2,Male,10,5,Male,Physical,"Coworker
Schoolmate",School,"Outside
community",Daily,>4 hrs,3174.870434
28/04/2021 10:26,S00474,2,S00474_2,Male,10,5,Female,Physical,"Coworker
Schoolmate",School,"Outside
community",Daily,>4 hrs,3171.054983
28/04/2021 13:28,S00631,1,S00631_1,Female,10,44,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,116.7770732
28/04/2021 13:28,S00631,1,S00631_1,Female,10,19,Male,Non-physical,"House
member",Home,"Within
community",Daily,>4 hrs,128.7919617
28/04/2021 13:28,S00631,1,S00631_1,Female,10,15,Male,Non-physical,"House
member",Home,"Within
community",Daily,>4 hrs,128.2682869
28/04/2021 13:28,S00631,1,S00631_1,Female,10,12,Female,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,132.0334714
28/04/2021 13:28,S00631,1,S00631_1,Female,10,7,Female,Non-physical,"House
member",Home,"Within
community",Daily,>4 hrs,126.1303343
28/04/2021 13:28,S00631,1,S00631_1,Female,10,4,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,140.3161076
28/04/2021 13:28,S00631,1,S00631_1,Female,10,3,Female,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,139.6045698
28/04/2021 13:28,S00631,1,S00631_1,Female,10,1,Female,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,141.780127
28/04/2021 13:28,S00631,1,S00631_1,Female,10,45,Male,Non-physical,Friend,Home,"Within
community",≥1 Yearly,>1-2 hrs,186.4708457
28/04/2021 13:28,S00631,1,S00631_1,Female,10,36,Female,Non-physical,Friend,Home,"Within
community",≥1 Weekly,>1-2 hrs,131.4144327
28/04/2021 13:46,S00631,2,S00631_2,Male,9,44,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,137.2607683
28/04/2021 13:46,S00631,2,S00631_2,Male,9,57,Female,Non-physical,"House
member",Home,"Within
community",Daily,>4 hrs,129.6600939
28/04/2021 13:46,S00631,2,S00631_2,Male,9,12,Female,Non-physical,"House
member",Home,"Within
community",Daily,>4 hrs,125.5373378
28/04/2021 13:46,S00631,2,S00631_2,Male,9,3,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,124.8648736
28/04/2021 13:46,S00631,2,S00631_2,Male,9,1,Female,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,129.4509587
28/04/2021 13:46,S00631,2,S00631_2,Male,9,16,Male,Non-physical,Friend,Work,"Within
community",≥1 Weekly,>1-2 hrs,127.5726984
28/04/2021 13:46,S00631,2,S00631_2,Male,9,16,Male,Non-physical,Friend,"Market
Shop","Within
community",Daily,>2-4 hrs,764.2856328
28/04/2021 13:46,S00631,2,S00631_2,Male,9,15,Male,Non-physical,Friend,Home,"Within
community",≥1 Weekly,>2-4 hrs,205.7732789
28/04/2021 13:46,S00631,2,S00631_2,Male,9,19,Male,Physical,"House
member",Home,"Within
community",Daily,>4 hrs,123.8348777
28/04/2021 14:00,S00631,3,S00631_3,Female,5,44,Male,Non-physical,"House
member",Home,"Within
community",Daily,>4 hrs,120.0024009
